,title,byline,dates
0,"Beijing official says Xi Jinping has given 'one country, two systems' a status boost: Top diplomat urges city to grasp the opportunities offered by president",,01 Nov 2017
1,Calls for Hong Kong to better protect LGBT rights as city wins bid to host 2022 Gay Games: Call for government to do more comes after city wins bid to host Gay Games in 2022,,01 Nov 2017
2,Judge in Donald Tsang bribery trial tells jury to decide case on facts - not emotions,,01 Nov 2017
3,"Land premiums unlikely to come down under Starter Homes scheme, Hong Kong leader Carrie Lam says",,01 Nov 2017
4,"Transport Department criticised after Kowloon road goes unused for two decades: Despite being widened in the 1990s, the expanded section of Hing Wah Street has been closed to drivers for 18 years, the Ombudsman reports",,01 Nov 2017
5,"Average living space for Hong Kong's poorest residents same as that of prisoners, survey reveals: NGO representing subdivided flat tenants finds 50 sq ft per person is typical, homes fail basic living standards and rent rises exceed inflation",,01 Nov 2017
6,Food truck scheme hard to stomach after glory days of Hong Kong's street hawkers: City's dai pai dong were forced out over the years and now we are left with a monumental hash,,01 Nov 2017
7,11 Hong Kong youth wanted by government for input on policymaking: Differences emerge among current members of advisory bodies about whether candidates with political backgrounds would be welcomed,,01 Nov 2017
8,Barred UK activist's new Hong Kong Watch group draws support from British foreign policy heavyweights,,01 Nov 2017
9,"Three weeks' jail for Hong Kong activist behind sandwich attack on former leader CY Leung: Avery Ng tells court he wanted to highlight plight of poor, but magistrate says violence inexcusable",,01 Nov 2017
10,"Another boost for Hong Kong tourism, as visitor numbers up again for September",,01 Nov 2017
11,Hong Kong education chief urges against dwelling on 'one or two events' as lawmakers question revised Chinese history plan: Lawmakers question omission of Tiananmen and 1967 HK riots from Chinese history studies,,01 Nov 2017
12,How many of Hong Kong's shark fin products are from endangered species? Study sheds new light: Landmark study utilises new DNA analysis techniques to trace 76 different varieties of the fish and shed fresh light on the shadowy trade,,01 Nov 2017
13,Anti-terror drive in Central,,01 Nov 2017
14,"China hands out olive branch via Apple, Facebook and Tesla ahead of Trump's Asia visit",,01 Nov 2017
15,"Hong Kong may get to decide own penalties for disrespecting national anthem: National People's Congress Standing Committee mulls three-year jail term for disrespect, but HK may be allowed to decide its own penalty level",,01 Nov 2017
16,Carrie Lam walking a tightrope on national education,,01 Nov 2017
17,"Carrie Lam sorry for 'unfortunate' anxiety after suggesting 800,000 public rental flats enough for Hong Kong: Chief issues apology for 'unfortunate' row after implying 800,000 public rental units was enough",,01 Nov 2017
18,"Decline in Hong Kong home prices unlikely this year, say experts: Those under 430 sq ft make biggest gain, with 2,000 more nano flats in the sales pipeline",,01 Nov 2017
19,Halloween barriers put up in Lan Kwai Fong to prevent European-style car terror attacks: Police activate massive security operation as Halloween revellers pack Lan Kwai Fong,,01 Nov 2017
20,"Trump visit expected to yield 'outcomes' Trump visit to China expected to yield 'outcomes': Chinese ambassador points to economic and trade issues, and North Korea",,01 Nov 2017
21,"Xi Jinping, top cadres visit birthplace of China's Communist Party in Shanghai: 'Keep mission firmly in mind', core leader tells China's most powerful men",,01 Nov 2017
22,China tests new spy drones in near space 'death zone': Chinese researchers are making breakthroughs in getting drones to operate far above Earth's surface,,01 Nov 2017
23,Full debate on shift in Hong Kong public housing required,,01 Nov 2017
24,May needs to seal core Brexit deals for Britain,,01 Nov 2017
