,title,byline,dates
0,11 Hong Kong properties click with millennials in the 2017 GoHome Serviced Apartment Awards,,03 June 2017
1,'Little progress since Erwiana': activists slam lack of government action over poor sleeping conditions for domestic workers: Activists slam government for its lack of effort to improve poor sleeping conditions endured by domestic helpers,,03 June 2017
2,"One night trying to sleep like a foreign domestic worker in Hong Kong left me irritable, groggy and humbled",,03 June 2017
3,The worst places Hong Kong's foreign domestic workers sleep: Domestic helpers face harsh living conditions despite present labour rules,,03 June 2017
4,"Second-hand bookshop to reopen as social enterprise after donors save business: Owner of second-hand bookstore vows to reopen FlowBooks as a social enterprise after generous public donate HK$150,000",,03 June 2017
5,Shutter art depicts stories behind stalls: Graffiti artists capture the character of old shops in campaign to promote community heritage,,03 June 2017
6,All the world's a stage - for learning: Charity uses Shakespeare to boost children's English skills and confidence,,03 June 2017
7,"Meet the Hong Kong-Australian comedian making fun of Chinese mums, MTR train drivers and Wellcome supermarket workers: How one rising stand-up comedian in the city found humour after hardship and draws on his unique mixed heritage to make fun of Chinese mums, MTR train drivers and Wellcome supermarket staff",,03 June 2017
8,Amnesty International Hong Kong chief: quirky side,,03 June 2017
9,"Amnesty International Hong Kong chief discusses city's declining human rights: Mabel Au of Amnesty International worries about declining human rights in Hong Kong, including threats to freedom of expression",,03 June 2017
10,"China, EU upholds climate deal after Trump backslides: Beijing and European bloc commit to fully implementing Paris accord after US President Donald Trump says his nation is pulling out, angering leaders around the world",,03 June 2017
11,Controversy over Ken Tsang's assault by police just won't go away,,03 June 2017
12,"Beijing policies pushed young Hongkongers towards localism, Tiananmen sympathiser Bao Tong says: Tiananmen sympathiser and most senior Communist Party official jailedin 1989 says it is 'understandable' Hong Kong's youth shun June 4 vigil",,03 June 2017
13,First guilty plea to rioting arising from Mong Kok violence,,03 June 2017
14,Longer wait likely for proposal on express rail: Minister says solution to joint immigration facility issue may not be ready before July 1,,03 June 2017
15,"Why China sent a lower-ranking delegation to Singapore security summit this year: China scales down its Shangri-La delegation to focus on changes at home, analysts say",,03 June 2017
16,"'Wolverine claws', ninja stars and switchblades ... Hong Kong customs seizes 8,000 weapons from mainland bound for US, Canada",,03 June 2017
17,Camouflaged police hide in bushes to catch serial Lamma Island burglar: Officers ramp up surveillance measures after seven break-ins in similar style were reported,,03 June 2017
18,"Government scheme for subsidising low income family ""disappointing"", survey finds: Study commissioned by Central Policy Unit highlights reasons why the working poor are being put off applying for low-income family allowance",,03 June 2017
19,Kwai Chung factory eviction draws anger of residents,,03 June 2017
20,"Principal-teacher analogy easy to understand, one designer of Basic Law teaching materials says",,03 June 2017
21,"If Hong Kong is the 'City of Protests', this man is its mayor",,03 June 2017
22,"Activists in Hong Kong and China struggle to keep memories of 1989 Tiananmen crackdown alive after nearly three decades of silence from Beijing: The Tiananmen crackdown of 1989 has been excised from the public memory across the mainland. Today, as part of our series leading up to the 20th anniversary of Hong Kong's return to Chinese rule, we look at how June 4 activists, both locally and on the mainland, face an uphill battle to convince the next generation that their struggle still matters",,03 June 2017
23,Dedicated Hong Kong follower of June 4 events pledges to attend vigils for as long as he can: In 1989 he joined 1.5 million HongKongers in supporting the Beijing students - now he laments the dwindling interest from the city's young,,03 June 2017
24,Youth activists look to keep June 4 vigil flames burning,,03 June 2017
25,Challenges arise from power of artificial intelligence,,03 June 2017
26,China has leadership role in fight against climate change,,03 June 2017
27,"Beijing wins a yuan battle, but will it lose the global currency war?: Currency's rise against the greenback just the latest sign of Beijing's back-pedalling on liberalisation",,03 June 2017
28,"Morgan Stanley stays bullish on China after Moody's downgrade: Beijing's solid 'countercyclical' measures are unlikely to derail growth, bank says in report",,03 June 2017
29,Rampant growth,,03 June 2017
30,"China's claims of human rights progress in Xinjiang 'flimsy propaganda', say pressure groups: Religious needs being met in the troubled region, official report says",,03 June 2017
31,"Exclusive -- Chongqing top cop under probe as China power reshuffle looms: He Ting oversaw law enforcement in the metropolis in the aftermath of the Bo Xilai and Wang Lijun scandal. But it is not clear why authorities want to question him, sources say",,03 June 2017
32,Ben Roberts thriving on 'shock' captaincy as Hong Kong look to whitewash South Korea,,03 June 2017
33,"Gone in six hours: all 25,000 tickets sold for final day of Premier League Asia Trophy: More than 25,000 are snapped up for the second dayof the Asia Trophy, with some fans queueing overnight",,03 June 2017
34,Sevens star Max Woodward gives up Hong Kong captaincy for Japan Top League contract: The 26-year-old is keen to 'spice up' his career during a two-year Top League contract in Tokyo,,03 June 2017
35,"Two from 35, average finish 12th - so why do Hong Kong horses keep heading to the Yasuda Kinen?",,03 June 2017
36,Is Hong Kong's property market heading for a 1997 crash?: Long queues of homebuyers at Tsuen Wan residential project and string of record-breaking transaction prices bring flashbacks of 1997 crash,,03 June 2017
37,Chart of the day: Give and take,,03 June 2017
38,China's forex interventions spook overseas investors: Yuan liquidity squeeze amid surge in interbank interest rates and tweak in daily currency fixing worry foreign traders,,03 June 2017
39,Hong Kong stocks cap fourth week of gains: Macau's better-than-expected gaming revenue and mainland small-caps power market rallies,,03 June 2017
40,"Cainiao, SF Express in standoff over data, causing confusion among Chinese online shoppers: Postal regulator asks companies to settle amicably the dispute over access to data about merchants that sell products and shoppers placing orders",,03 June 2017
41,HKEX to launch Third Board consultation in two weeks,,03 June 2017
42,Kunlun Energy aiming to complete oil and gas assets disposal by year end to focus on distribution: PetroChina unit to focus on gas distribution after the disposal to maximise shareholder value,,03 June 2017
43,"Not finance, but Shanghai pins hope on manufacturing to reclaim commercial supremacy: Mainland's most developed metropolis shifts focus to manufacturing sector again as efforts to steer economic engine in other directions fail to bear desired fruit and industrial output notches up steep annual declines",,03 June 2017
44,Cainiao and SF Express to resume data sharing after China's State Post Bureau intervenes,,04 June 2017
45,Keeping their cool,,04 June 2017
46,"Trump's advisory council member Jamie Dimon urges US, China to revive dialogue on economy, defence: JPMorgan Chase chairman and Trump advisory council member Jamie Dimon says everything that is important must be put on the table",,04 June 2017
47,US pulls out of the Paris climate agreement,,04 June 2017
48,"Beijing cancels its Shangri-La Dialogue rival, the Xiangshan Forum, to soothe neighbours",,04 June 2017
49,"Government scales back Lantau development plan Authorities scale back the planfor Lantau: Several projects including spas, resorts and Tai O cable car have been cut",,04 June 2017
50,Legal aid scheme for asylum seekers sparks conflict of interest concerns,,04 June 2017
51,"Mattis outrages Beijing with explicit commitment to defend Taiwan: Mattis' remarks send strong message to both sides of the strait, Taiwanese delegate says",,04 June 2017
52,Soho chief sues fugitive in new York for defamation: Billionaire Guo Wengui's wife and daughter in US to persuade him to return to China,,04 June 2017
53,'Bath salt' seizures in Hong Kong increase sixfold as traffickers try to send drug to United States: Source says drugs sent from mainland to US through city by post or parcels to avoid tracing,,04 June 2017
54,"Give us more big events, Hong Kong food trucks say as they cash in at dragon boat carnival",,04 June 2017
55,Hong Kong homebuyers undeterred by mortgage rate rises in seeking Kai Tak flats: Homebuyers snap up more than 95 per cent of apartments on offer at Victoria Skye in Kai Tak even though developer raises prices by 9 per cent,,04 June 2017
56,Tears of joy for some but disappointment for many as Hong Kong primary school allocation results released,,04 June 2017
57,Ethical dilemma is for the climber alone,,04 June 2017
58,Time for vigil to change its emphasis,,04 June 2017
59,Just how high is the level of debt within China's economy?,,04 June 2017
60,Deadly storms take toll on Taiwan: Flash floods kill at least two people and cause traffic chaos as more than 600mm of rain is dumped on parts of the island,,04 June 2017
61,"How China's regional chiefs use Trump tactic in race for top: Provincial leaders try to win favour with China's president with flattery and 'truthful hyperbole', taking a leaf out of the US leader's playbook",,04 June 2017
62,Veteran watcher: Time will tell how well new Beijing yuan formula works,,04 June 2017
