,title,byline,dates
0,'No need' for the luxury Watchdog finds Donald Tsang stayed in plush hotel rooms without good reason while travelling overseas,"Lee, Colleen.",01 June 2012
1,Ao gets another 29 years for corruptionAo sentenced to another 29 years Judge criticises 'ridiculous' defence of former Macau public works chief in case involving two HK tycoons,Simpson Cheung in Macau simpson.cheung@scmp.com.,01 June 2012
2,Bankers bracing for challenging times ahead HSBC boss tells forum euro zone lacks four elements needed to hold it together and sees red flags in China,"Chen, Lulu.",01 June 2012
3,Daya Bay beefs up safety measures Nuclear plant operator says it is taking steps to strengthen its ability to cope with natural disasters,"Chi-fai, Cheung.",01 June 2012
4,Developers anxious after arrest of mainland banker,,01 June 2012
5,"Exemption for Tsang 'totally inappropriate' Committee says chief executive should not be above the law, proposing to make it a criminal offence for top leader to accept favours without permission","Wong, Olga.",01 June 2012
6,Going for a spin,,01 June 2012
7,HK-listed firms to feel pain of new toll policy Revenue of expressway operators to suffer under unified fee system in Guangdong,Toh Han Shih hanshih.toh@scmp.com.,01 June 2012
8,Hospital superbug spreading faster,"Tsang, Emily.",01 June 2012
9,Hutchison targets major 4G network expansion,"Perez, Bien.",01 June 2012
10,Nurse shortage 'has eased but still unreasonable',,01 June 2012
11,"Ombudsman's criticism gets short shrift Watchdog's suggestion that the Lands Department check whether HK$1 plots are being used improperly will not be followed, its supervising bureau says","Lau, Stuart.",01 June 2012
12,"Sparkle goes outof Graff's US$1 b IPO London-based jeweller is forced to shelve biggest listing in Hong Kong this year, blaming what it calls adverse conditions and declining markets","Chan, May.",01 June 2012
13,'HK rule of law hasn't deteriorated',Tanna Chong tanna.chong@scmp.com.,01 June 2012
14,"Canada job hopefuls to protest at waiting list cull Skilled workers angry over government proposal to scrap 280,000 applications lodged before 2008","Cheng, Jennifer.",01 June 2012
15,Designer who traded cement for fabrics builds her brand from Hong Kong,"Chen, Vivian.",01 June 2012
16,Huge haul of flu pills seized at airport Tabletswere hidden in eight cartons from Singapore under bags of pepper and destined for mainland labs to be turned into HK$26.5 million worth of Ice,"Lo, Clifford.",01 June 2012
17,"LME in talks to set up in China London Metal Exchange is talking to the Shanghai Futures Exchange about establishing a warehouse network in China, years after a previous attempt failed",Daniel Ren in Shanghai ren.wei@scmp.com.,01 June 2012
18,Multisensory mixology to tempt your taste,"Chen, Vivian.",01 June 2012
19,New World to open a Pentahotel in San Po Kong Property located in East Kowloon will have 720 rooms and is expected to begin operations next summer,"Sito, Peggy.",01 June 2012
20,Officials stalled over hawker stall for 2 years,"Lau, Stuart.",01 June 2012
21,Plans to boost luxury spending Government moves to open more duty-free shops in cities in preventing outflow of Chinese shoppers,Celine Sun in Beijing celine.sun@scmp.com.,01 June 2012
22,Strumming symphony: rock and classicalcollide in Paul Wong's Rockestra concert,"Lanyon, Charley.",01 June 2012
23,Table of Contents,,01 June 2012
24,A US tale of two Chinese immigrants,"Lo, Alex.",01 June 2012
25,Approval of safety plan indicates end to hiatuson new nuclear plants,Shi Jiangtao in Beijing jiangtao.shi@scmp.com.,01 June 2012
26,"Art dealers in HK look beyond mainland buyers Results leave sellers turning to collectors from elsewhere in Asia, as caution arrives following measures from Beijing and a gloomy economic outlook","Chow, Vivienne.",01 June 2012
27,Banker's arrest may cause aftershocks in real estate Property businesses that received loans from ABC executive at risk of being caught up in his graft case,"Chen, George.",01 June 2012
28,Justice secretary 'will consider' staying out of senior officials' cases,"Wan, Adrian.",01 June 2012
29,"Loan targets will remain, ICBC says 12pc figure set at start of year will remain, president pledges, even though Beijing is relaunching infrastructure projects to boost growth","Chen, Lulu.",01 June 2012
30,Nurse shortage still 'unreasonable',"Lo, Wei; Tsang, Emily.",01 June 2012
31,Travel firm investors told to boost funds,"Mok, Danny; Nip, Amy.",01 June 2012
32,"Tsang aide rejects calls for refunds Gabriel Leung denies chief executive should have to pay for luxury suites he used during overseas visits, saying the leader had no role in choosing them","Lee, Colleen; Cheung, Tony; Wong, Olga.",01 June 2012
33,Tsang leaves legacy of love of the high life,"Kang-chung, Ng.",01 June 2012
34,61pc urge change instance onTiananmen More Hongkongers believe that Beijing should revise its view on the crackdown,"Lee, Ada.",01 June 2012
35,"C.Y.'s reality check on salaries After the uproar that greeted a proposed 8.1pc pay increase for ministers, the chief executive-elect knows he cannot afford to ignore public sentiment","Cheung, Gary.",01 June 2012
36,"Caritas, VTC granted sites to build new campuses","Kang-chung, Ng.",01 June 2012
37,HK market falls despite stimulus vow Beijing's pledge to shore up priority sectors in clean energy and environmental protection makes little impression on HSI as likely beneficiaries stay flat,"Lam, Anita; So, Charlotte.",01 June 2012
38,"HK tops world survey, but rising costs a worry","Chong, Dennis.",01 June 2012
39,HK-listed firms to feel pain of new road toll policy,Toh Han Shih hanshih.toh@scmp.com.,01 June 2012
40,Labourers get advice on how to avoid heatstroke,"Tam, Johnny.",01 June 2012
41,Macau's grand scam How a HK$20 million land deal allegedly unfolded between two HK moguls and a disgraced Macau minister,"Simpson, Cheung; Lee, Ada.",01 June 2012
42,Plenty of experience,,01 June 2012
43,"School boss faces spell in jail for conning parent Disgraced former supervisor found guilty of cheating woman out of HK$200,000 to help fund merger","Chong, Dennis.",01 June 2012
44,Tenants on the bottom rung at the mercy of landlords,"Lee, Ada.",01 June 2012
45,'Hundreds held in Lhasa' after self-immolations,,01 June 2012
46,mosaic to my ears,,01 June 2012
47,"Top defence chiefs to skip regional forum Maritime disputes will be the dominant theme at this year's defence talks, with the Foreign Ministry urging the US to respect China's interests",Greg Torode in Singapore; Teddy Ng in Beijing.,01 June 2012
48,Row over 'Accept graft' editorial China Youth Daily and internet users express outrage over state-run Global Times piece saying corruption is a disease that can never be cured,Cary Huang in Beijing cary.huang@scmp.com.,01 June 2012
49,Substandard parts used in railway tunnels,"Tam, Fiona.",01 June 2012
50,Couple fined record 1.3m for second child Family planning authority decided on a high penalty after investigation found parents are rich,Zhuang Pinghui pinghui.zhuang@scmp.com.,01 June 2012
51,"An incomplete life at home or on the road Whether they stay at home with relatives or follow their parents to cities, children of itinerant workers often endure a lack of education, family life or both","Li, Raymond.",01 June 2012
52,Malnutrition problem a heavier burden in rural areas,Zhuang Pinghui pinghui.zhuang@scmp.com.,01 June 2012
53,"New two-way risk dentsenthusiasm for the yuan In finance, nothing is as risky as a sure thing - case in point: the now painfully disproven belief that the only direction for the value of the yuan was up",,01 June 2012
54,Shining example of how bankers seek to serve themselves before clients,,01 June 2012
55,Lack of help leads to tragedy,,01 June 2012
56,Quick approval for new Beijing envoy,Alan Robles in Manila.,01 June 2012
57,Australian take on free speech hardly the only one HK's law should consider,,01 June 2012
58,Diesel power get up and grohe,,01 June 2012
59,Disclosure can help curb graft,,01 June 2012
60,"Universities are places, not brands",,01 June 2012
61,US and Russia are best hope for Syria,,01 June 2012
62,NO WALKin the park,,01 June 2012
63,RenaissanceMan Millionaire maverick Daniele Kihlgren is breathing new life into medieval villages in Italy. Debbie Pappyn heads south to witness his handiwork and likes what she sees.,,01 June 2012
64,LET THERE BE LIGHTCOVET,,01 June 2012
65,"250,000 voters risk being struck off electoral roll",,02 June 2012
66,400 nominated for jobs in C.Y.'s new line-up Identities of candidates for aides remain a secret - even to those who may have been put forward,"Tsang, Emily.",02 June 2012
67,83 S.O.E. officials caught out by audits Executives punished after mainland's corruption watchdog uncovers illegal activities at major firms including Sinopec and China Telecom,Daniel Ren in Shanghai ren.wei@scmp.com.,02 June 2012
68,Lantau school denies HK$1 land abuse claim,"Cheng, Jennifer.",02 June 2012
69,Macau casino shares hit by fall in revenue growth,Toh Han Shih hanshih.toh@scmp.com.,02 June 2012
70,PMI decline reflects step back in sector's advances May figures reflect a weakening in manufacturing and point to urgent need for industry stimulus measures,"Tsang, Denise.",02 June 2012
