,title,byline,dates
0,Leung on charm offensive on eve of protest march Chief executive-elect takes the MTR to Sham Shui Po and hears grievances of poor in latest community visit,"Tsang, Emily; So, Peter.",01 Apr 2012
1,"Microblog sites punished after coup rumours 700 million mainland users of social media websites lose ability to leave comments and more than 1,000 are arrested for posting 'harmful information'","Chen, Stephen; Jiao, Priscilla.",01 Apr 2012
2,Agents make killing on 'haunted houses',"Carney, John.",01 Apr 2012
3,Graft arrest 'an isolated case' Minister describes the arrest of former chief secretary Rafael Hui in bribery inquiry as an 'individual incident' that will not harm civil service morale,"Wong, Olga.",01 Apr 2012
4,Power down,,01 Apr 2012
5,Now for the scalpers' next target: Lady Gaga shows,"Carney, John.",01 Apr 2012
6,"the toutsTackling With more fake tickets for last weekend's Sevens than ever and scalpers turning healthy profits, organisers are looking at new ways to crack down on the trade","Carney, John.",01 Apr 2012
7,Cruise ship hit by blaze is left drifting for 24 hours,,01 Apr 2012
8,Dame's glorious exit hails end of era,"Olluver, Sam.",01 Apr 2012
9,"Key evidence in Libyan's case erased in HK City authorities destroyed 2004 flight data of dissident and his family, who were intercepted in HK en route to Britain and directed to Gaddafi's regime","Lam, Lana.",01 Apr 2012
10,"City lags in autism diagnoses and care, experts say","Chou, Oliver.",01 Apr 2012
11,"Don't worry, be happy - it's his longevity mantra","Lam, Lana.",01 Apr 2012
12,"HK beats odds with 8th highest life spans in world Hongkongers - and neighbours in Macau - score high on CIA rankings, despite high-stress environment","Lam, Lana.",01 Apr 2012
13,"Kuk to fight demolition orders With new crackdown on illegal structures starting today, New Territories chief warns that legal challenge on behalf of affected villagers will be mounted","Ng, Joyce.",01 Apr 2012
14,"Letter sheds new light in Leung's DTZ inquiry Consultancy associates may have known he was juror in arts hub contest, Legco inquiry hears","Ng, Joyce.",01 Apr 2012
15,Sleeper agents,,01 Apr 2012
16,"China Citic Bank racks up 43pc surge in profits Lender pockets a total of 31b yuan, but CEO warns of slower growth ahead for the mainland economy","Liu, Yvonne.",01 Apr 2012
17,"Wen, Monti pledge trade boost before key meeting","Chan, Minnie.",01 Apr 2012
18,Caring for history's forgotten men Publisher Sun Mian has devoted himself to helping retired Kuomintang soldiers living in penury,,01 Apr 2012
19,"Film banned byMao becomes a modern hit Mainland production house re-releases 1950s gem 'The Life of Wu Xun' in DVD, gaining online praise and sparking debate on a turbulent communist era","Jiao, Priscilla.",01 Apr 2012
20,Trade deal means more 3D and Imax movies from Hollywood for mainland,"Jiao, Priscilla.",01 Apr 2012
21,"Historic vote is likely to ripple around the world By-electionsin Myanmar today will be watched in capitals everywhere, and could soon bring an end to economic sanctions against the country",Staff Reporter in Yangon.,01 Apr 2012
22,"Sunny future for HK's car-cooling invention Government and firms are seeing green promise in solar-powered air conditioner, with initial test runs showing it can drive down fuel usage by 30pc","Wan, Adrian.",01 Apr 2012
23,City will benefit from third runway,,01 Apr 2012
24,Golden opportunity going to waste,,01 Apr 2012
25,"Put pedestrians first, not cars",,01 Apr 2012
