,title,byline,dates
0,High-precision drone ready for PLA service,,01 Sep 2014
1,"Macau's Fernando Chui re-elected chief executive in unopposed poll: After uncontested poll, leader pledges diversification away from gambling","Lau, Stuart.",01 Sep 2014
2,"Take it or leave it, NPC tells city as it endorse framework for 2017 poll: As top legislatureendorses a tougher-than-expected framework for 2017 poll, Beijing warns that a Legco veto could harm the city's development","Cheung, Gary; Cheung, Tony.",01 Sep 2014
3,More political instability now inevitable in Hong Kong,"Lo, Alex.",01 Sep 2014
4,"Talking Points, September 1, 2014",,01 Sep 2014
5,"Who Said It? September 1, 2014",,01 Sep 2014
6,Jilin governor Bayanqolu named party chief in anti-corruption reshuffle,Staff Reporters.,01 Sep 2014
7,"Beijing loyalists look on bright side of blueprint for electoral reform: Democracy advocatessee little to applaud in framework for 2017 chief executive election, but Beijing loyalists are looking on bright side","Kang-chung, Ng; Ng, Joyce; Cheung, Tony.",01 Sep 2014
8,"Bitter divide over Beijing's blueprint for Hong Kong's electoral reform: Democracy advocatessee little to applaud in framework for 2017 chief executive election, but Beijing loyalists are looking on bright side","Kang-chung, Ng; Ng, Joyce; Cheung, Tony.",01 Sep 2014
9,Chinese scholars praise National People's Congress reform ruling; Hong Kong academics disagree,"Ng, Joyce; Ng, Teddy; Wan, Adrian.",01 Sep 2014
10,The Hong Kong take on the Beijing ruling on political reform,"Chan, Arthur.",01 Sep 2014
11,Moderates on both sides of political divide gripped by pessimism,"So, Peter; Ng, Joyce.",01 Sep 2014
12,The NPC in its own words: Highlights from its decision on Hong Kong elections,Focus_Summary (based on the English transcript of the explanation of NPC decision).,01 Sep 2014
13,"Protesters join forces for 'era of disobedience': Occupy Central leader vows 'wave after wave' of action, while Scholarism calls for class boycotts","Lam, Jeffie; Kao, Ernest; Zhao, Shirley.",01 Sep 2014
14,Next-generation Rainbow drone ready for PLA delivery: Rainbow 4 unmanned aerial vehicle ready for use by military after successful missile test,"Chen, Stephen.",01 Sep 2014
15,Party's over for state-firm fat cats,"Wang, Xiangwei.",01 Sep 2014
16,Crash-damaged corpse,,01 Sep 2014
17,Beijing's new advertising law offers long overdue protection to consumers,,01 Sep 2014
18,Department keeps issuing pointless warnings on beaches,,01 Sep 2014
19,Imperfect electoral model is still a step forward,,01 Sep 2014
20,"Letters Question, September 01, 2014",,01 Sep 2014
21,"Letters to the Editor, September 01, 2014",,01 Sep 2014
22,"China grows in favour as deal centre in Asia: Country seesan 18.7pc jump in transaction value in the first half, with domestic mergers and acquisitions leading the way in the region",Toh Han Shih.,01 Sep 2014
23,Drop in mainland home prices causing alarm: Signs of a bursting property bubble are starting to appear as discounts fail to lure homebuyers,"Ren, Daniel.",01 Sep 2014
24,Leading developers back in the hunt for more land: Homebuilders take cue from stabilising market after boosting cash positions from recent sales,"Sito, Peggy.",01 Sep 2014
25,AAC Technologies to catch growth in wearables market: The supplier of miniature acoustic products to Apple eyes stake in sector,"Perez, Bien.",01 Sep 2014
26,"Doctor consultation app seeks to disrupt China's health care market: In a marketexpected to exceed US$1 trillion by 2020, tech start-up helps users tackle mild ailments and provides extra income for doctors","Griffiths, James.",01 Sep 2014
27,Programme eyes new solutions in Asia-Pacific banking from start-ups,"Perez, Bien.",01 Sep 2014
28,London Metal Exchange to push for reform after US judge dismisses suits: London exchange granted immunity from claims that it conspired to push up aluminium prices,"Yiu, Enoch.",01 Sep 2014
29,Mainland investors pin hopes on fund influx to shore up stock prices: Mainlanderscount on arrival of 300b yuan on the through trainto boost shares but bleak profit outlook remains a concern,"Ren, Daniel.",01 Sep 2014
30,Alibaba to be back pushing its share offering in city: Jack Ma expected to join company's big guns in promoting its float and future prospect Alipay,"Chan, Ray.",01 Sep 2014
31,Mainland bank sector unfazed by sharp jump in bad debts: Market appears calmover the rapid rise that has been expected and seen as sign of greater transparency even though more defaults are looming,"Weinland, Don.",01 Sep 2014
32,High rents and policy uncertainty dim hopes for Qianhai,"Yu, Jeanny; Chan, Ray.",01 Sep 2014
33,"Shanghai free-trade zone marks year of little progress: A year afterit has been established with much fanfare, the Shanghai showcase has yet to deliver on its promises of further economic reforms","Ren, Daniel.",01 Sep 2014
34,Shanghai free-trade zone offers mainland firms a springboard,Toh Han Shih.,01 Sep 2014
35,China Shanshui Cement Group sees increased volume but lower prices for first half of 2014,"Munish, Mukul.",01 Sep 2014
36,SmarTone eyes better days ahead: Telecommunicationscompany forecast to benefit from market changes in aftermath of HKT-CSL merger after lacklustre period,"Perez, Bien.",01 Sep 2014
37,"Hi-tech firm retains cutting edge: Powerequipment and floor-care company surges ahead, writesMukul Munish","Munish, Mukul.",01 Sep 2014
38,Rumbling PLA carriers in HK set minds rolling: Moving armoured carriers on the streets of HK could have sent wrong signal to the people,,01 Sep 2014
39,"'Arbiter' needed, doctors' chief says","Tsang, Emily.",01 Sep 2014
40,'This eye shadow was tested on rabbits': Call formandatory labelling on cosmetics so shoppers can tell which products have been tested on animals and which are cruelty-free,"Moy, Patsy; Kao, Ernest.",01 Sep 2014
41,"Has beauty pageant set the tone for 2017?: It had a public poll and screening, but would C.Y. look this good in a cape?","Chan, Samuel; Zhao, Shirley.",01 Sep 2014
42,Hong Kong,"Siu, Phila; Ngo, Jennifer.",01 Sep 2014
43,"One man, one vote ... 10 women",,01 Sep 2014
44,Three-car crash leaves six people injured,,01 Sep 2014
45,"Market for animal-tested cosmetics is thing of past: Companies would boostsales by going cruelty-free, say advocates; but they have to believe in the ethics behind it, warns marketing expert","Moy, Patsy; Kao, Ernest.",01 Sep 2014
46,"Standard working hours 'good for productivity, jobs': Experts say experience abroad shows local businesses could benefit from law they oppose","Siu, Phila.",01 Sep 2014
47,It's an old problem ... how will we fund a universal pension?: Welfare spending will be a key issue come 2017 - let's hope we get more than just empty promises,"Tam, Tammy.",01 Sep 2014
48,Looking out for all our futures: Nelson Chowrose from poverty to become one of the city's most respected social work experts. Will a universal pension be his legacy?,"Ngo, Jennifer.",01 Sep 2014
49,"Motorcyclist with learner's licence killed in crash with PLA jeep: Police say the biker, who held a learner's licence, veered into the wrong lane of traffic","Sung, Timmy.",01 Sep 2014
50,Legco archivists explain why a law must be enacted to preserve public documents: The city's only two certified archivists tellElaine Yauwhy it's so important that a law be enacted to preserve public documents,"Yau, Elaine.",01 Sep 2014
51,Education briefs,"Yeung, Linda.",01 Sep 2014
52,"New compendium showcases local literature from early 20th century: A new collection shows that Hong Kong produced a wealth of literature during the first half of the 20th century, writesOliver Chou","Chou, Oliver.",01 Sep 2014
53,"Smartphone app measures air pollution: We might not be able to rid the city of air pollution, but it may soon be possible to avoid the worst-affected streets by using a smartphone app, writesAlan Yu",,01 Sep 2014
54,"Asian designers prove popular in fashion trade show as tastes shift: The Hub started last year as a trade show for international brands. This year, however, it's Asian designers who drew the most buzz, writesCharley Lanyon","Lanyon, Charley.",01 Sep 2014
55,Chitose Abe to launch exclusive Sacai collection at Lane Crawford,"Zhang, Jing.",01 Sep 2014
56,"BADMINTON: World championships, Copenhagen, Denmark.",,01 Sep 2014
57,BASEBALL: Major League Baseball.,,01 Sep 2014
58,Stephanie Au looks beyond Asian Games after finishing her studies: HK swimmer is now free to dedicate her time to the sport after finishing her studies,Chan Kin-wa.,01 Sep 2014
59,New-look South China sound league warning after lifting Community Cup,Chan Kin-wa.,01 Sep 2014
60,"Sports Digest, 31 August 2014",,01 Sep 2014
61,3 pupils killed in knife attack,,02 Sep 2014
62,"Election rules could be here to stay, says top mainland official: Beijing's divisive frameworkfor CE vote may extend past 2017 even if vetoed by local lawmakers","Ng, Joyce; So, Peter; Lam, Jeffie; Kang-chung, Ng.",02 Sep 2014
63,Ebola exercise in Hong Kong,,02 Sep 2014
64,My Take: At least we now know where we stand,"Lo, Alex.",02 Sep 2014
65,New Law Society president Stephen Hung plans to keep a low profile: Stephen Hungis determined to re-establish the standing of the organisation after predecessor's fall following his comments on white paper,"Ng, Joyce.",02 Sep 2014
66,Reshuffle to clean up Shanxi politics: top official,"Meng, Angela; Ng, Teddy.",02 Sep 2014
67,"Basic Law Committee chairman Li Fei outlines remaining issues to be sorted: The remaining issues on the 2017 chief executive election that need to be sorted out by the Hong Kong government, according to Li Fei","Ng, Joyce.",02 Sep 2014
68,Occupy Central's Edward Chin blasts 'political decision' to axe his newspaper column,"Chan, Samuel.",02 Sep 2014
69,"Policy, protests dominate media coverage of 2017 election decision","Kang-chung, Ng; Cheung, Tony.",02 Sep 2014
70,"Questions posed to Li Fei at yesterday's forum: Questions posed to Li Fei, deputy secretary general of the national legislature and chairman of the Basic Law Committee, at yesterday's forum","Ng, Joyce.",02 Sep 2014
71,Students plan class boycott and rally to push for democracy,"Siu, Phila; Zhao, Shirley; Sung, Timmy; Chan, Arthur.",02 Sep 2014
72,Zero-risk chief executive election model will increase political division: All 27 pan-democratic lawmakers have vowed to veto any proposal based on the NPC framework,"Cheung, Gary.",02 Sep 2014
73,'Cap powers' to stop rot at top of officialdom: Analysts insistthat party leadership system and absence of checks and balances to blame for corruption among senior officialdom,"Huang, Cary.",02 Sep 2014
74,Microsoft CEO faces deadline in anti-monopoly probe,"Perez, Bien; Yu, Sophie.",02 Sep 2014
75,"China digest, September 2, 2014",,02 Sep 2014
76,Concerted action needed on red tides,,02 Sep 2014
77,Due diligence by IPO sponsors paramount,,02 Sep 2014
78,Lantau has so much potential to become a multi-function hub,,02 Sep 2014
79,"Letters Question, September 02, 2014",,02 Sep 2014
80,"Letters to the Editor, September 02, 2014",,02 Sep 2014
