,title,byline,dates
0,Airgun suspect held after flats damaged [Derived headline],,1-Apr-13
1,Expert accused of twisting facts on voting rights Comments on universal suffrage put Basic Law veteran Maria Tam's credibility on the line,"Lau, Stuart; Lee, Colleen.",1-Apr-13
2,Four more cities issue cooling details Shenzhen among local governments to meet State Council deadline on property measures,"Sito, Peggy.",1-Apr-13
3,Hard labour for lawyers who speak only EnglishHard labour for lawyers who speak only English,"Man, Joyce.",1-Apr-13
4,Mobile operators urge release of more spectrum,"Perez, Bien.",1-Apr-13
5,Parallel trading rampant despite ban Mainland operators are using travellers to beat two-tin restriction on infant milk formula,"Tsang, Emily.",1-Apr-13
6,"Strict Checks fail to deter I.P.O. s Mainland campaign to re-examine listings and encourage firms to ditch offerings has limited effect, with cancellations well below expectations",Daniel Ren in Shanghai ren.wei@scmp.com.,1-Apr-13
7,Terminal operator seeks court order to end strike,"Tam, Johnny.",1-Apr-13
8,"Two die in first human cases of bird flu strain Two men succumb in Shanghai within two weeks of contracting lesser-known H7N9 virus, with a woman in Anhui still in critical condition","Lo, Wei; He Huifeng.",1-Apr-13
9,"U.N. case for fixing work hours Employees will be motivated to complete their work quickly if the city sets law to limit working hours, UN labour agency representative says","Siu, Phila.",1-Apr-13
10,Xi gets thumbs-up for relatively easy trip [Derived headline],,1-Apr-13
11,Aids day brings understanding to disease Thousands gather in Central to promote reality of living with Aids and to fight discrimination,"Ho, Jolie.",1-Apr-13
12,Authorities clash over control of PE funds Rival mainland finance watchdogs disagree over which rules are governing private-equity sector,Daniel Ren in Shanghai ren.wei@scmp.com.,1-Apr-13
13,Fleeced with the promise of sex A gang of mainland women are taking 'clients' to a hotel then stealing their valuables,"Lo, Clifford.",1-Apr-13
14,Kyrgyzstan sets sights on Xinjiang coal market But construction of rail link essential to the Central Asian nation's fuel-supply ambitions,"Ng, Eric.",1-Apr-13
15,Learning to lend beyond the industrial blacklist Mainland banks are grappling with income losses from interest rate deregulation and a much narrower field of suitable loan candidates,Jane Cai in Beijing xuejun.cai@scmp.com.,1-Apr-13
16,MY TAKEStereotypes of mainlanders go too far,"Kumar, Hari.",1-Apr-13
17,"Official film venues don't do digital HK festival boss says only three of the government-run screens can show the newer format, forcing it to use smaller commercial cinemas","Chow, Vivienne.",1-Apr-13
18,Real estate agents get help to fight corruption,"Simpson, Cheung.",1-Apr-13
19,Tomorrow: British Chamber of Commerce breakfast... [Derived headline],,1-Apr-13
20,Where to draw line of communication The authorities must be careful not to blur the line between informing and seeking approval,"Tam, Tammy.",1-Apr-13
21,'Pass the message' a tough game for city's politicians Memory lapses and language barrier leave holes in Beijing officials' messages to Hongkongers,"But, Joshua; Lee, Colleen.",1-Apr-13
22,"Born: July 24, 1944 [Derived headline]",,1-Apr-13
23,"Call Beijing on voting rights, says loyalist Head of city's delegation to the NPC says central authorities may need to interpret Basic Law's provisions for universal suffrage","Siu, Phila; Lau, Stuart; Lee, Colleen.",1-Apr-13
24,"Chow prioritises law on gay rights, quashes Christian concern","Tam, Johnny.",1-Apr-13
25,Golden chance from the silver-haired crowd,"Mok, Danny.",1-Apr-13
26,HK still beats mainland as yacht hub Elite boat builder says low taxes and lots of billionaires keep city sailing,"Lam, Anita.",1-Apr-13
27,"trusted judge who fought for legal integrity of city Mr Justice Michael Hartmann began his career as a reporter in Africa, and carried his liberal attitudes into the city's highest courtrooms","Moy, Patsy.",1-Apr-13
28,"Lasting torment In the second of our two-part series marking the 10th anniversary of Sars, the outbreak's first victim recalls its lingering after-effects First patient,",He Huifeng he.huifeng@scmp.com.,1-Apr-13
29,Little hope that latestcooling measures willease property costs Home prices have been hit before with policies like those announced in recent days only to eventually resume their relentless rise,,1-Apr-13
30,"Rising star hit by graft probe Top Jilin official investigated over problems with assets of First Automobile Works Group, the company he once led, report says","Chi-yuk, Choi.",1-Apr-13
31,Shanghai police chief replaced by detective [Derived headline],,1-Apr-13
32,Xi's first overseas foray 'a symbolic victory' Analysts say president visited 'safe' nations to raise his profile but the West may be a challenge,Cary Huang in Beijing cary.huang@scmp.com.,1-Apr-13
33,"Beijing is only treating thesymptoms, not their cause Artificially low interest rates have stored up trouble for the mainland's economy, and no regulatory quick fix will be sufficient to address it",,1-Apr-13
34,Help for grieving parents [Derived headline],,1-Apr-13
35,Shanghai's police chief replaced by top detective Criminal investigation expert picked for post amid talk 58-year-old was ousted over affairs,"Zhai, Keith.",1-Apr-13
36,Source of dead pigs traced to revered historical site Region famed as the birthplace of China's Communist Party forced to revise its methods after tide of rotting hogs is linked to its farmers,"Zuo, Mandy.",1-Apr-13
37,"What analysts won't tell you about selling out of a stock Investing in equities is all about timing, so why do most banks say so little about when to exit - and what does a 'hold' rating really mean?",,1-Apr-13
38,Big hurdles to three-way trade,,1-Apr-13
39,Department dragging its heels over removal of offensive banners,,1-Apr-13
40,Heritage rules need a new look,,1-Apr-13
41,No level playing field,,1-Apr-13
42,Simple ways to make glass recycling safe [Derived headline],,1-Apr-13
43,Apple apologises in warranty row,"Lam, Anita.",2-Apr-13
44,Bird flu fears spark stock stampede Rush into drug plays as speculation mounts over how outbreak of new strain will develop,"Yu, Jeanny.",2-Apr-13
45,China factory data points to recovery,Victoria Ruan in Beijing victoria.ruan@scmp.com.,2-Apr-13
46,"China retains mass appeal Multinationals drawn to consumer markets, talent pool and incentives",,2-Apr-13
47,"Exotic HK stars in Hollywood - again Mexican director del Toro recreates urban streets then flattens them, just like in the movies","Chiu, Joanna.",2-Apr-13
48,"Harilela secret to living with 90 relatives An extended family like no other, the clan manages to keep life harmonious in their 25,000 square foot Kowloon Tong complex","Chong, Dennis.",2-Apr-13
49,Heart attack suspected in burning-store owner [Derived headline],,2-Apr-13
50,Hong Kong foots the bill as Beijing tops up its tax take Why are we paying to enforce a customs regime that benefits only the mainland?,"van der Kamp, Jake.",2-Apr-13
51,"Judge orders striking workers off the dock Injunction took immediate effect last night, but departing unionists vow to stage demonstration at another site in support of pay-rise demand","Siu, Phila; Lau, Stuart; Moy, Patsy; Chong, Dennis.",2-Apr-13
52,"Mainland home sales set to fall Sales may plunge by as much as 50 per cent this month, after mainland cities unveil local cooling measures designed to curb price growth","Sito, Peggy.",2-Apr-13
53,Tankan continues to indicate weakness [Derived headline],,2-Apr-13
54,"We want him to still be alive today, say fans","Ho, Jolie.",2-Apr-13
55,"'There's no free lunch' in pensions for all Research is necessary to find out how much taxpayers are prepared to contribute towards a proposed universal scheme, Exco member says","Lee, Colleen.",2-Apr-13
56,E.N.N. fires up expansion of gas refuelling network Hebei firm aims to blaze a bigger trail into the mainland's transport market as Beijing pushes adoption of the cleaner energy source,"Ng, Eric.",2-Apr-13
57,"Girl, 11, dies after pet hamster bites finger","Lo, Clifford; Mok, Danny.",2-Apr-13
58,Longer hours don't always mean more business The extension of local futures trading may be no panacea for weak demand and thin turnover,"Yiu, Enoch.",2-Apr-13
59,MY TAKE Snappy solution to Adam Cheng 'curse',"Kumar, Hari.",2-Apr-13
60,Today: British Chamber of Commerce breakfast... [Derived headline],,2-Apr-13
61,What is on the plate for researchers to study,,2-Apr-13
62,When a friendly conversation falls flat Talking property is a quick way to dampen the mood among would-be homebuyers,"Leung, Paggie.",2-Apr-13
63,"Wills, wishes and lawyers can we control our assets from the grave? Recent legal wrangles have shown writing a will does not guarantee our wishes will be executed","Gallagher, Steven.",2-Apr-13
64,'Healthy' slump topples China as top art market,"Chow, Vivienne.",2-Apr-13
