,title,byline,dates
0,500 Rohingya forced to swim to shore [Derived headline],,01 Jan 2013
1,Dazzling start to 2013,,01 Jan 2013
2,Deal for digital radio station collapses [Derived headline],,01 Jan 2013
3,"Factory surge drives index to 19-month high Manufacturing expansion indicates economy on the mend, PBOC chief hints policies to continue",Victoria Ruan in Beijing victoria.ruan@scmp.com.,01 Jan 2013
4,"HK stocks chalk up 23 pc gain over 2012 Mainland stocks end a two-year losing streak with Shanghai Composite up 3.17pc; Hang Seng may hit 28,000-point level in 2013, expert says","Yu, Sophie; Daniel Ren in Shanghai.",01 Jan 2013
5,Merrymakers confident of safety on board ferries,"Lee, Ada; Lau, Stuart.",01 Jan 2013
6,The party starts here,,01 Jan 2013
7,Police in show of force for c.y. rallies A law-and-order nightmare looms with tens of thousands expected to demonstrate for and against the chief executive on the same day,"Lee, Colleen; But, Joshua.",01 Jan 2013
8,Property sales up 6pc as deals hit two-year high,"Li, Sandy.",01 Jan 2013
9,Restaurant brothers agree to management deal,"Chiu, Austin.",01 Jan 2013
10,Shipping lines cut clean fuel deal Ships calling at the city's port will go on using low sulphur diesel in exchange for government timeline to make such fuel use compulsory,"Wallis, Keith.",01 Jan 2013
11,There was no winner of last... [Derived headline],,01 Jan 2013
12,"We can do better, says outgoing antiquities chief Ad hoc approach to buildings in private hands is undesirable, Bernard Chan says","Ng, Joyce.",01 Jan 2013
13,2012: when car parks became cash shelters The buyer's stamp duty touched off a mania for parking spaces but now investors might find it hard navigating their way to the speculative exit,"Sito, Peggy.",01 Jan 2013
14,Celebrity makeovers of the season A new year has begun so it's time to start a clean slate and turn dreams into solid plans. CitySeen asked some of the city's movers and shakers if they had any New Year's resolutions that they actually stuck to,"Chen, Vivian.",01 Jan 2013
15,Liaison office accused of breaking law Democrats ask ICAC to check if Beijing officials' election help to Paul Tse required expense filing,"Cheung, Tony.",01 Jan 2013
16,"Monday, January 7: Hong Kong Securities... [Derived headline]",,01 Jan 2013
17,More notsatisfied with HKprogress,"Ho, Lauren.",01 Jan 2013
18,MY TAKEThe year today will be gone tomorrow,"Schoonakker, Bonny.",01 Jan 2013
19,New NPC deputy won't take job for granted Chan Yung counters criticism of 'feudal' ballot with promise to work hard and reflect views of all Hongkongers regardless of political leanings,"Cheung, Tony.",01 Jan 2013
20,"Power up, lending down, game onPower up, lending down, game on In the second of a two-part series, the Post examines how infrastructure, energy, shipping and gaming fared in 2012 and what lies ahead in 2013","Tsang, Denise; Ng, Eric; Toh Han Shih; Wallis, Keith; Yu, Sophie.",01 Jan 2013
21,"Reforms in any colour so long as they are regulatory New laws for 2013 prioritise liability of bankers, accountants and companies - across the board","Yiu, Enoch.",01 Jan 2013
22,Table of contents,,01 Jan 2013
23,Thousands march against C.Y. Leung [Derived headline],,01 Jan 2013
24,Try not to allow them to open... [Derived headline],,01 Jan 2013
25,1. National education controversy [Derived headline],,01 Jan 2013
26,1. Titanic 3D [Derived headline],,01 Jan 2013
27,Black mark for cityfrom children in need Government scores just six out of 100 as underprivileged youngsters urge Leung not to forget them in his upcoming policy address,"Ho, Jolie.",01 Jan 2013
28,Calls to break monopoly of wholesale beef supplier,"Nip, Amy.",01 Jan 2013
29,Floor area rule causes discrepancy on pricesNew rule on floor area causes price discrepancy,"Sito, Peggy; Leung, Paggie.",01 Jan 2013
30,Groups surprised by quota limits for rallies New rules will restrict licences for fund-raising stalls at the June 4 and July 1 political gatherings,"But, Joshua.",01 Jan 2013
31,Hongkongers hope for a more placid 2013 Common ground between people and government near top of wish lists,"Choi, Christy; Lau, Stuart; Ngo, Jennifer.",01 Jan 2013
32,Mainlanders lift arrivals numbers,"Nip, Amy.",01 Jan 2013
33,News on national education saga tops pupil poll Local secondary students pick the controversy over curriculum the biggest news item of 2012,"Guo, Jing.",01 Jan 2013
34,"Tough year ahead for needy as prices go up Social workers appeal to government to help low-income families as food prices, fares rise","Man, Joyce.",01 Jan 2013
35,"Fishing for a future A way of life is over. From today, trawling in Hong Kong waters is banned, leaving crews of local boats facing difficult choices","Chi-fai, Cheung.",01 Jan 2013
36,Power firm fails to meet target Hongkong Electric helped users on HK Island and Lamma cut 1.7 million kilowatt-hours in three years instead of 3 million a year,"Chi-fai, Cheung.",01 Jan 2013
37,Watsons Water delivery workers threaten to strike Company offer for employees to resign and return on independent contract angers the union,"Siu, Phila.",01 Jan 2013
38,"Maritime agencies need streamlining, experts say","Ng, Teddy.",01 Jan 2013
39,Shanxi denies covering up deaths at building site,"Chi-yuk, Choi.",01 Jan 2013
40,US newspaper's reporter 'forced' to leave Beijing,Staff Reporters.,01 Jan 2013
41,Xi gives impetus to 'waron graft' Party leader maps out his campaign to tackle corruption as judicial bodies issue a ruling on the making of payments to public servants,Zhuang Pinghui pinghui.zhuang@scmp.com.,01 Jan 2013
42,Help for jailed man's dad [Derived headline],,01 Jan 2013
43,Warning over commercialising heritage sites Analysts say preservation should always come before economic gain,"Li, Raymond.",01 Jan 2013
44,"Wen unlikely to fulfil land pledge to farmers After NPC Standing Committee fails to vote to raise farmers' share of the profit on land sales, bill may not pass before premier's March exit","Zuo, Mandy.",01 Jan 2013
45,Maids will be at the mercy of agencies [Derived headline],,01 Jan 2013
46,Position of pro-gun activists in US flawed and hypocritical,,01 Jan 2013
47,Scan concerns,,01 Jan 2013
48,Violence only tarnishes protest,,01 Jan 2013
49,A year of hopeand challenge,,01 Jan 2013
50,State of union,,01 Jan 2013
51,A tour of old Hong Kong,,01 Jan 2013
52,Capital's high-end property market continues to grow No significant impact of government restrictions seen in Beijing as competition still intense,"Sun, Celine.",02 Jan 2013
53,China home prices to rise 5pc per year until 2025,"Sito, Peggy.",02 Jan 2013
54,China Vanke holds on to its top seller title [Derived headline],,02 Jan 2013
55,"Come on in, the new year's lovely While some revellers were finishing their pub crawls, for others the front crawl beckoned","Guo, Jing.",02 Jan 2013
56,Developers betting on buyer comebackDevelopers are betting on buyer comeback Leading players are expecting potential purchasers to return after the Lunar New Year when sentiment is likely to swing upwards,"Sito, Peggy; Li, Sandy; Liu, Yvonne; Leung, Paggie.",02 Jan 2013
57,"Districts throw out strays scheme Not in our backyards, say Sai Kung, Lamma Island and Yuen Long councillors to a plan to release neutered feral dogs in those areas","Nip, Amy.",02 Jan 2013
