,title,byline,dates
0,'Guards' to greet visitors with a kiss Museum's first local donation is a performance work posing questions about art and politics,"Chow, Vivienne.",02 May 2013
1,Air travel up 6pc as capacity grows 3.5pc,,02 May 2013
2,Birthday blessings,,02 May 2013
3,Call for ICAC to hand over ex-chief's case to police,"Lee, Colleen; Simpson, Cheung.",02 May 2013
4,Discovery Bay ferry fares to increase 9.5 pc Councillor says residents are furious about the price rise and accuse the authorities of caving in to the operator's closure threat,"Mok, Danny; Lee, Ada.",02 May 2013
5,Fifth arrest over hospital axe murder [Derived headline],,02 May 2013
6,Global weakness keeps factories off the pace An unexpected fall in PMI for April feeds pessimism over mainland manufacturing,Kwong Man-ki in Beijing phoenix.kwong@scmp.com.,02 May 2013
7,"GM pulls racist 'ching-ching, chop suey' adGM withdraws racist SUV advert Carmaker scraps global promotional campaign for Chevrolet SUV after offensive lyrics that call China 'the land of Fu Manchu' draw complaints",Ian Young in Vancouver ian.young@scmp.com.,02 May 2013
8,"HK firms fear more upheaval in Bangladesh After deadly factory collapse, production at plants may be hit by a strike and rallies","Lam, Anita.",02 May 2013
9,HK on alert as EU urges tax havens to open up Much of the city's offshore business is done through places that may act against tax evaders,Toh Han Shih hanshih.toh@scmp.com.,02 May 2013
10,Mainland visitors growing slice of life policy market More cross-border travellers are taking time out from their holiday to buy from the broad range of products in the city,"Yiu, Enoch.",02 May 2013
11,"Mainland visitors load up on life coverMainland visitors load up on life insurance Golden week tourists add insurance to the shopping list, skirting a ban on direct sales by HK agents across the border, but sector is hungry for more","Yiu, Enoch.",02 May 2013
12,Seizing assets with no conviction imperils rule of law The SFC's court victory over Tiger Asia does not make its actions just in a civilised society,"van der Kamp, Jake.",02 May 2013
13,Street sleepers evicted to 'beautify surroundings',"Ngo, Jennifer.",02 May 2013
14,Workers united,,02 May 2013
15,"Artist gives 36 works to M+ museum Multi-dimensional designer Stanley Wong Ping-pui makes largest-ever donation to new art establishment, which he thinks has the right ideas","Chow, Vivienne.",02 May 2013
16,June 4 crackdown 'not worth grieving over' [Derived headline],,02 May 2013
17,MY TAKESoft power is just a lame concept,"Lo, Alex.",02 May 2013
18,Park Hotel puts HK at core of growth push Partnerships and management contracts are favoured over acquisitions in strategy to boost presence in city as more rooms come on market,"Li, Sandy.",02 May 2013
19,Park Hotel seeks partnersto add HK links to chain Group eschews acquisitions in favour of management contracts and alliances in quest to expand its presence in Hong Kong's market,"Li, Sandy.",02 May 2013
20,"The report, ""Asylum seekers protest against... [Derived headline]",,02 May 2013
21,Scamming sick days may end in jail term Using fake doctor's certificates could be more serious than employees think,"Chan, Thomas.",02 May 2013
22,Today: Hong Kong General Chamber of Commerce... [Derived headline],,02 May 2013
23,Bill delay may force bodies to raid their own reserves,"Cheung, Gary.",02 May 2013
24,China Red Cross admits it redirected huge donation Diversion of artists' 85m yuan gift again raises doubts about troubled organisation's integrity,Mimi Lau in Guangzhou mimi.lau@scmp.com.,02 May 2013
25,China Red Cross admits it redirected big donation Diversion of artists' 85m yuan gift again raises doubts about troubled organisation's integrity,Mimi Lau in Guangzhou mimi.lau@scmp.com.,02 May 2013
26,Democrats to rollout suffrage plansix months early Lawmakers hope consensus will help counter government's message on chief executive vote,"But, Joshua.",02 May 2013
27,Doubt cast on PICC health unit's huge loss Clerical error is suspected in reporting of 7.4 trillion yuan blowout for last year,"Chan, Ray.",02 May 2013
28,Filibusters disrupt 11 planned events,Tony Cheung tony; cheung@scmp.com.,02 May 2013
29,Mainland 'has lesson to learn' Commentator points to Hongkongers' hesitation in granting quake aid directly to authorities,"Ng, Joyce.",02 May 2013
30,"May Day marches draw thousands As many as 10,000 form strong turnout for rallies held by the city's main unions, with striking dockers leading the charge","Siu, Phila; Tsang, Emily.",02 May 2013
31,Private eyes probe sick-leave scams Employers and insurance firms turning more to investigators to look into fraudulent claims for time off as premiums for cover mount,"Chan, Thomas.",02 May 2013
32,Swire denies closure ofHUD repair business,"Wallis, Keith.",02 May 2013
33,"Tourists demand payout for short wait Mainlanders ask for 3,000 yuan and extra nights to make up for small bus and delay","Nip, Amy.",02 May 2013
34,Yield the lure for hotels spin-off A boost in market sentiment is also expected to draw investors to Great Eagle's proposed offering that aims to raise up to US$800 million,"Sito, Peggy.",02 May 2013
35,Passers-by burned by falling fluid in Mong Kok Two women injured after being hit by liquid that may have leaked from pipe,"Lo, Wei.",02 May 2013
36,Pet park plans at centre of homeless row An animal-friendly area is one of the ideas the Yau Ma Tei District Council is considering for a space now being cleared of 20 street sleepers,"Ngo, Jennifer.",02 May 2013
37,"Textbook prices set to rise 3.3 pc despite measures Bureau's move to unbundle the books from unnecessary teaching materials fails to stop costs from going up, angering parents","Chong, Dennis.",02 May 2013
