,title,byline,dates
0,[ Beijing keen to reassure its neighbours... ],,02 Oct 2013
1,[ Do not... ],,02 Oct 2013
2,[ Guangdong residents keen on allowance... ],,02 Oct 2013
3,[ Mainland new-home prices edge upwards... ],,02 Oct 2013
4,[ On the Market P4... ],,02 Oct 2013
5,[ Point of sale Price: HK$7 million Size: 615 sq ft of saleable area Where: Lake Silver . ],,02 Oct 2013
6,Ban on forced shopping hits takings in HK stores Mainland visitors appear to be in no mood to spend at the start of 'golden week' holidays,"Siu, Phila; Kao, Ernest.",02 Oct 2013
7,"Developers pay price for land acquisitions After shelling out heavy premiums on mainland sites in recent months, property firms may face profit squeeze amid the cooling measures","Liu, Yvonne.",02 Oct 2013
8,HK 'must ready for challenge from mainland' HKUST vice chancellor warns city could lose its place as first choice for the best students and should seek greater support from businesses,"Zhao, Shirley.",02 Oct 2013
9,"Holiday rush takes toll on formula stocks Despite warnings about government checks, 25 pharmacies surveyed had no cans of popular brands on the shelves for sale to local mums","Lo, Wei; Chan, Candy.",02 Oct 2013
10,"Home prices near free-trade zone rise 20pc Analysts warn people may have become overly optimistic about the project in Pudong, Shanghai","Yu, Sophie.",02 Oct 2013
11,New rules promise politer visitors Mainland tourists keen to behave themselves when enjoying their holidays in Hong Kong,"Kao, Ernest; Ng, Teddy.",02 Oct 2013
12,"TMT firms rent more offices in HK, Beijing Technology, media and telecoms sector the biggest driver of demand for space, say property agents, as growth in investment banking slows","Sito, Peggy.",02 Oct 2013
13,Top flats aimed at mainland 'golden week' buyers,"Sito, Peggy.",02 Oct 2013
14,[ Agile Property B1... ],,02 Oct 2013
15,[ Forgame Holdings B5... ],,02 Oct 2013
16,"[ It's incredible,... ]",,02 Oct 2013
17,"[ Luxury homes in Shenzhen outsold other major cities last week in terms of area, with The Riviera registering the strongest sales. ]",,02 Oct 2013
18,"[ NEWS (Section A): Leading the News A3 , Focus A4 , China A6-8 , Asia A1 0, World A11-13 , Opinion A14 , Insight A15... ]",,02 Oct 2013
19,[ Our editors will be looking ahead today to these... ],,02 Oct 2013
20,[ Today AGM: Simsen International Corporation... ],,02 Oct 2013
21,"[ Tuesday, October 8: British Chamber of Commerce lunch session: ""How small businesses... ]",,02 Oct 2013
22,"Academics have right to take sides: university boss HKUST president won't rule out taking political position on mainland, and defends Beijing loyalists at other institutions","Tam, Johnny; Zhao, Shirley.",02 Oct 2013
23,Doubts about expat tipped to be HKU head Recommendation for new vice-chancellor is questioned by president of staff association,"Cheung, Tony.",02 Oct 2013
24,"Malaysian firm has mettle for hot Hong Kong market Royal Selangor Pewter opens on Hollywood Road, drawn by up-and-coming area's high foot traffic, despite the high store rental costs",Peggy Sito peggy.sito @scmp.com.,02 Oct 2013
25,MY TAKETime to price maids out of our reach,"Lo, Alex.",02 Oct 2013
26,No open and shutcase on wishingaway government Business needs regulation but we can do without pen pushers who master art of resisting change,,02 Oct 2013
27,"Adapt to a changing order, says Leung Chief executive calls on Hongkongers to seize opportunities for both co-operation and competition as the nation moves forward","Cheung, Tony.",02 Oct 2013
28,Ctrip to benefit from QunarUS stock offering Mainland travel agency expected to get business boost from bigger search platform post-listing,"Perez, Bien.",02 Oct 2013
29,Decisions on party politics 'inevitable',Tanna Chong.,02 Oct 2013
30,Ferry sinking probe open-ended Transport undersecretary says government probe is proceeding 'at full speed'; no official ceremony held to mark tragedy's first anniversary,"Lee, Ada; Tam, Johnny; Cheung, Tony.",02 Oct 2013
31,Hundreds march in support of dissidents,"Lam, Jeffie.",02 Oct 2013
32,Law makes overseas tours costlier Ban on 'forced shopping' trips means agencies must pay guides more,"Zuo, Mandy.",02 Oct 2013
33,Online firms clicking for mobile users Mainland web companies seek to cash in on the increasing use of smartphones but analysts say it will be a while before they can make money,"Yu, Sophie.",02 Oct 2013
34,"Silent Majority plots 'feasible' 2017 poll plan Co-founder of anti-Occupy Central group says all sides will accept proposal, but offers no details",Tanna Chong.,02 Oct 2013
35,Zhou seen in public amid speculation of graft probe,"Zhai, Keith.",02 Oct 2013
36,"[ Yun On Terrace, Happy Valley... ]",,02 Oct 2013
37,"Ferry operators, passengers pay more heed to life jackets All but one of 10 services checked have life-saving equipment within easy reach of travellers - who admit being more conscious now of safety at sea","Lee, Ada; Lee, Danny.",02 Oct 2013
38,"Lawyer warns of online libel risk Social media users 'must be vigilant' about potentially defamatory comments posted on their profiles, despite a recent court ruling","Chan, Thomas.",02 Oct 2013
39,"lives changed Two survivors of the Lamma ferry tragedy tell of the split-second decisions they had to make, and the impact of that tragic night on their families Lives saved,","Chan, Samuel.",02 Oct 2013
40,Spirit of supreme leader stuck behind enemy lines,"Choi, Christy.",02 Oct 2013
41,Students meeting poverty face to face,"Ng, Teddy.",02 Oct 2013
42,"Less pomp, but same traffic woes Governments tone down festivities in keeping with Xi Jinping's war on extravagance as hundreds of millions clog highways for holiday",Zhuang Pinghui.,02 Oct 2013
43,"No time to donlifejackets, saysstorm survivor","Chan, Minnie.",02 Oct 2013
44,Beijing charm offensive to reassure Asean Two key meetings will provide chance to push broader diplomatic goals of boosting ties with southern neighbours and countering US moves,"Ng, Teddy.",02 Oct 2013
45,Hawker's widow vows to keep up fight Wife of executed Shenyang street vendor will press case that he killed officers in self-defence,"Wan, Adrian.",02 Oct 2013
46,[ Tourist entry fees... ],,02 Oct 2013
47,[ Give CY the opportunity to do his job... ],,02 Oct 2013
48,[ Lacking independence. ],,02 Oct 2013
49,[ On the HK government's announcement of a new poverty line for the city:... ],,02 Oct 2013
50,Director can use his discretion and grant legal aid to applicant,,02 Oct 2013
51,Iran must move beyond words,,02 Oct 2013
52,Take care lifting two-tin milk cap,,02 Oct 2013
53,lift the gloom Revellers lift the gloom,,02 Oct 2013
54,"Ready, set, glow","Lung, Tama.",02 Oct 2013
55,[ precious gems meet powerful make-up for the party season. ],,02 Oct 2013
56,THINKpink Companies support Breast Cancer Awareness Month with the release of limited-edition products BEAUTY NEWS,,02 Oct 2013
57,Package dealShape shifter Treatments,,02 Oct 2013
58,"MADE in Italy Domenico Dolce and Stefano Gabbana blend couture with cosmetics, writes Tama Lung BEAUTY PROFILE","Lung, Tama.",02 Oct 2013
