,title,byline,dates
0,[ China goes its own way in forging ties... ],,1-Nov-13
1,[ No one won the first and second prizes in last night's draw. ],,1-Nov-13
2,[ Released triad leader attacked with cleavers... ],,1-Nov-13
3,Fright night,,1-Nov-13
4,Greenland injects assets into HK unit,"Sito, Peggy.",1-Nov-13
5,"Indian victims 'assaulted' in kidnap ordeal Businessman and two associates had hands tied and water poured over their heads as gang demanded HK$19 million ransom, court hears","Siu, Phila.",1-Nov-13
6,Lenders brace for surge in bad loans Analysts warn of worse to come aftermainland banks see a 4.2 per cent rise in non-performing loans in the third quarter,"Cai, Jane.",1-Nov-13
7,Papal pal,,1-Nov-13
8,Protesterskeep up pressure on DCHL Gates kept closed at Beijing's liaison office as angry mainlanders gather for a fourth day,"Lee, Ada.",1-Nov-13
9,"Public gain greater access to Legco data Online records are being stored in readable and accessible formats, but activists want more official information to be made available",Tanna Chong.,1-Nov-13
10,Regulator calls for reshuffle at 'New Express'Regulator wants 'Express' reshuffle Guangdong's press watchdog wants changes at management level after the Zoomlion scandal,"Lau, Mimi.",1-Nov-13
11,"Stores suffer slowest month of 2013 September saw worst year-on-year retail sales growth, but confidence builds for fourth quarter","Ap, Tiffany.",1-Nov-13
12,Teacher poised to sue over plastic bag claim School says fired employee put bag over boy's head and spread photographs of the incident,"Ngo, Jennifer; Harris, Bryan.",1-Nov-13
13,Two new bat viruses provideclues to Sars Coronavirus discovery in Chinese species is closest match yet to 2003 outbreak,"Lo, Wei.",1-Nov-13
14,[ ABC B1... ],,1-Nov-13
15,[ Anyone watching this year's chess match over Syria and NSA leaks has a clear idea of the shifting power dynamic... ],,1-Nov-13
16,[ Boyaa Interactive International B9... ],,1-Nov-13
17,[ Colour shift. ],,1-Nov-13
18,"[ NEWS (Section A): Leading the News A3 , Focus A4-5 , China A6,8,10 , China Digest A10 , Asia A12 , World A13-15 , Opinion A16 , Insight A17... ]",,1-Nov-13
19,"[ The report ""US accused of using exchanges to disrupt China"" on page A3 yesterday incorrectly attributed comments about a video produced by the PLA's National Defence University to Richard Bitzinger, a senior fellow at Nanyang Technological University's school of international studies. ]",,1-Nov-13
20,[ Today 1st Quarter: DIGITALHONGKONG.COM... ],,1-Nov-13
21,[ Tokyo launches live-fire 'island protection' drill... ],,1-Nov-13
22,"[ Wednesday, November 6: British Chamber of Commerce breakfast: ""Raising the bar: Creating value from efficient buildings"". ]",,1-Nov-13
23,Aviation authority may open flight school,"Lam, Jeffie.",1-Nov-13
24,Building inspectors strike,,1-Nov-13
25,English a struggle for secondarystudents,"Zhao, Shirley.",1-Nov-13
26,Fugitive faces jail term of 7 years Businessman who fled city for the mainland in July convicted in absentia for laundering more than HK$240m through 11 bank accounts,"Cheung, Tony.",1-Nov-13
27,MY TAKEWe need a new diplomacy with Beijing,"Lo, Alex.",1-Nov-13
28,"Bosses cautious on pay rises - except in finance Most workers can expect about 4.4 per cent, study finds, but some industries will do better","Ngo, Jennifer.",1-Nov-13
29,"Color Run organiser hits a red light in HK Beijing and Taipei have hosted charity event, but officials here reject event after months of talks","Wee, Darren.",1-Nov-13
30,Greenland HK gets more asset injection from parent Shareholder loan and 55pc stake in owner of Kunming projects transferred in 952m yuan deal,"Sito, Peggy.",1-Nov-13
31,"HSBC tipped for surge in pre-tax earnings While analysts are eyeing US$5.4b for bank's third quarter, they also point to likelihood of raised provisions and a drop in return","Kanis, Li.",1-Nov-13
32,Manila and victims inch towards deal All parties say they have 'narrowed their differences' in tense meeting despite emotive comment and leaks from Manila negotiator,"Lam, Jeffie.",1-Nov-13
33,Split in the legal ranksover Occupy remarks,"Tanna Chong; Man-ki, Kwong.",1-Nov-13
34,Uygurs fearful of explosion backlash The Muslim minority in Beijing is worried the fallout from the Tiananmen Square car attack will disrupt their businesses and daily lives,"Li, Raymond; Ng, Teddy.",1-Nov-13
35,"Coping with the choking Some Beijing residents just put up with worsening smog, while others buy expensive masks, use air purifiers or flee to Hainan Island","Zhou, Laura; Chen, Binglin.",1-Nov-13
36,"Influential man 'convinced Fok brother to sign deal' Mystery figure spoke up for estate executor in talks over late tycoon's wealth, court hears","Chu, Julie.",1-Nov-13
37,Presenter wants to be first female race caller,"Tam, Johnny.",1-Nov-13
38,Yeung: all the cash was frommy investments Soccer boss insists cheque deposits of millions of dollars from Macau casino junket operators were a return on money he put into the firms,"Chan, Thomas.",1-Nov-13
39,Building global ties that can bend China's preference for 'partnerships' that allow more room for manoeuvring than conventional treaties also has drawbacks,"Ng, Teddy.",1-Nov-13
40,Department store Sincere sees losses almost triple,"Lam, Anita.",1-Nov-13
41,"Government's ratings hit all-time low HKTV licence row turns voters off the administration, with satisfaction even lower than 2003 at time of mass protest against national security law","Cheung, Tony.",1-Nov-13
42,"HK in the heart of Shanghai offers city a new retail beat Clones of mall landmarks in Causeway Bay and Central are popping up, but while locals are window shopping, they are cautious on spending","Ap, Tiffany.",1-Nov-13
43,"Pier pressure forces board to plot its longest hearing 1,000 ready to speak out against PLA takeover of harbourfront site at month-long meeting","Wong, Olga.",1-Nov-13
